Player,Position,a,a_g,bks,eng,es_toi,es_toi_g,esa,esfol,esfow,esg,esp,first_g,fo_perc,fo_total,fol,fow,g,g_g,g_misc,gp,gva,gwg,hits,major,match_pen,minor,misc,mss,otg,p,p_g,pim,plus_minus,pp_toi,pp_toi_g,ppa,ppfol,ppfow,ppg,ppp,ps,s_g,sft_g,sh_toi,sh_toi_g,sha,shfol,shfow,shg,shifts,shot_perc,shots,shp,tka,toi,toi_g,toi_s,total_so_g,total_so_gdg,total_so_s,gs,w,l,ot,sa,ga,gaa,sv,sv_perc,so,dp,stp,bg1,bg2,bg3,daw,esasha,esgshg,gwgshog,gwgshogdg,sta,stg,stg2,stp2,hb,netfow,shg2sha,stpgwg,tkagva,hat,hatshp,fight,ghht,ota,otp,bap,1s,2s,3s,fp,g_toi
"Ryan Garbutt",C,1,0.037,12,0,198,7.333,0,0,0,2,2,0,0.636,11,4,7,2,0.074,0,27,3,1,53,0,0,10,0,17,0,3,0.111,20,-3,1,0.037,0,0,0,0,0,0,0.963,15.074,21,0.778,1,0,0,0,407,0.077,26,1,3,238.89,8.844,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,62,1,2,1,1,1,0,0,2,65,3,1,2,1.0000,0,1,0,0,0,0,0,1,0,0,3,0
"Ryan Getzlaf",C,60,0.789,89,0,1196,15.737,44,0,0,7,51,2,0.51,1046,513,533,17,0.224,0,76,71,4,106,1,0,18,1,74,0,77,1.013,51,8,204,2.684,14,0,0,8,22,0,1.908,26.658,90,1.184,1,0,0,2,2026,0.117,145,2,63,1578.42,20.759,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,14,14,21,203,45,9,4,4,15,10,12,26,195,20,5,29,0.8873,0,2,1,0,1,4,0,8,6,5,77,0
"Ryan Hartman",LW,12,0.154,31,2,912,11.692,12,0,0,18,30,3,0.406,64,38,26,19,0.244,0,78,33,4,127,2,0,22,3,45,1,31,0.397,84,11,23,0.295,0,0,0,1,1,0,2.192,17.051,4,0.051,0,0,0,0,1330,0.111,171,0,36,987.75,12.663,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,24,169,12,18,4,4,0,1,1,1,158,-12,0,5,1.0909,1,1,2,0,0,1,0,2,0,5,31,0
"Ryan Johansen",C,50,0.595,30,2,1227,14.607,30,0,0,10,40,0,0.546,1512,686,826,15,0.179,0,84,51,3,79,2,0,26,0,65,0,65,0.774,62,4,208,2.476,20,0,0,4,24,0,1.857,24.452,36,0.429,0,0,0,1,2054,0.096,156,1,40,1561.82,18.584,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,8,8,18,113,30,11,3,3,20,5,6,26,109,140,2,28,0.7843,0,1,2,0,0,1,0,3,5,4,65,0
"Ryan Johnston",D,0,0,2,0,64,9.143,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,1,0,0,2,0,1,0,0,0,4,-3,0,0,0,0,0,0,0,0,0.429,14.571,0,0,0,0,0,0,102,0,3,0,1,57.34,8.087,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0
"Ryan Kesler",C,37,0.44,77,2,1277,15.202,24,0,0,14,38,3,0.573,1839,785,1054,22,0.262,0,84,41,2,149,3,0,32,1,95,0,59,0.702,89,7,207,2.464,13,0,0,8,21,0,2.262,27.488,186,2.214,0,0,0,0,2309,0.116,190,0,22,1767,21.03,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,10,24,233,24,14,2,2,13,8,8,21,226,269,0,23,0.5366,1,1,3,0,0,1,0,3,7,4,59,0
"Ryan McDonagh",D,36,0.456,166,0,1458,18.456,22,0,0,4,26,2,0,0,0,0,6,0.076,0,79,63,1,85,1,0,17,0,70,0,42,0.532,39,20,210,2.658,14,0,0,1,15,0,1.987,29.759,151,1.911,0,0,0,1,2351,0.038,157,1,46,1910.05,24.175,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,42,16,3,3,7,271,22,5,1,1,14,2,3,17,251,0,2,17,0.7302,0,1,0,0,1,2,0,4,1,2,0,0
"Ryan Miller",G,1,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3146.92,58.262,0,0,0,0,54,18,29,6,1737,150,2.86,1587,0.914,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,6,8,0,10,4,3,0,3146.92
"Ryan Murphy",D,2,0.074,31,0,331,12.259,2,0,0,0,2,0,0,0,0,0,0,0,0,27,8,0,2,0,0,4,0,7,0,2,0.074,8,-11,8,0.296,0,0,0,0,0,0,0.63,16.778,0,0,0,0,0,0,453,0,17,0,11,341.84,12.63,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,22,2,0,0,0,0,0,0,0,33,0,0,0,1.3750,0,0,0,0,0,0,0,0,0,0,0,0
"Ryan Murray",D,9,0.15,96,0,930,15.5,7,0,0,2,9,1,0,0,0,0,2,0.033,0,60,18,0,23,0,0,12,0,19,0,11,0.183,24,3,17,0.283,1,0,0,0,1,0,0.867,24.383,85,1.417,1,0,0,0,1463,0.038,52,1,8,1080.12,17.99,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,2,122,8,2,0,0,2,0,0,3,119,0,1,2,0.4444,0,1,0,0,0,0,0,0,0,1,0,0
"Ryan Nugent-Hopkins",C,25,0.298,38,2,1136,13.524,19,0,0,13,32,2,0.438,1298,729,569,18,0.214,0,84,33,4,52,1,0,12,0,45,1,43,0.512,29,-9,118,1.405,6,0,0,5,11,0,2.452,24.012,116,1.381,0,0,0,0,2017,0.087,206,0,53,1474.62,17.544,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,9,23,81,19,13,4,4,6,5,5,11,90,-160,0,15,1.6061,0,0,1,0,0,1,0,4,0,3,43,0
"Ryan O'Reilly",C,35,0.486,45,0,1134,15.75,18,0,0,11,29,6,0.58,1791,752,1039,20,0.278,0,72,27,3,21,0,0,4,0,56,0,55,0.764,10,-1,174,2.417,16,0,0,8,24,0,2.625,25.458,136,1.889,1,0,0,1,1833,0.106,189,2,58,1522.22,21.14,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,12,12,23,65,19,12,3,3,17,9,10,28,66,287,3,29,2.1481,0,2,0,0,0,4,0,8,3,8,55,0
"Ryan Pulock",D,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
"Ryan Reaves",RW,6,0.073,26,0,692,8.439,6,0,0,7,13,2,0,5,5,0,7,0.085,1,82,4,1,245,6,0,18,3,25,0,13,0.159,106,4,0,0,0,0,0,0,0,0,0.744,13.622,0,0,0,0,0,0,1117,0.115,61,0,11,728.9,8.885,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,275,6,7,1,1,0,0,0,0,271,-5,0,1,2.7500,0,0,6,0,0,0,0,0,0,2,13,0
"Ryan Spooner",C,29,0.363,18,1,863,10.788,12,0,0,8,20,3,0.39,213,130,83,11,0.138,0,80,50,3,27,0,0,7,0,36,1,40,0.5,14,-9,170,2.125,16,0,0,3,19,0,1.813,18.525,10,0.125,1,0,0,0,1482,0.076,145,1,36,1114.08,13.919,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6,6,15,36,13,8,3,3,17,3,3,21,45,-47,1,23,0.7200,0,1,0,0,0,2,0,0,1,1,40,0
"Ryan Sproul",D,6,0.222,14,0,335,12.407,4,0,0,0,4,0,0,0,0,0,1,0.037,0,27,7,0,12,0,0,3,0,21,0,7,0.259,6,-8,45,1.667,2,0,0,1,3,0,1.704,20.481,0,0,0,0,0,0,553,0.022,46,0,5,394.04,14.586,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1,1,1,18,4,0,0,0,2,1,1,3,26,0,0,3,0.7143,0,0,0,0,0,0,0,0,1,1,0,0
"Ryan Strome",RW,17,0.246,21,0,789,11.435,11,0,0,11,22,4,0.427,344,197,147,13,0.188,0,69,32,2,59,2,0,15,0,42,0,30,0.435,40,-8,153,2.217,6,0,0,2,8,0,1.652,18.333,1,0.014,0,0,0,0,1265,0.114,114,0,33,993.66,14.401,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,15,72,11,11,2,2,6,2,2,8,80,-50,0,10,1.0313,0,0,2,0,1,2,0,5,3,0,30,0
"Ryan Suter",D,32,0.381,109,0,1805,21.488,22,0,0,4,26,3,0,0,0,0,9,0.107,0,84,38,1,73,0,0,21,0,65,0,41,0.488,42,33,197,2.345,9,0,0,4,13,0,1.988,28.464,158,1.881,1,0,0,1,2391,0.054,167,2,41,2241.7,26.681,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,41,15,6,6,10,215,23,5,1,1,10,5,6,17,182,0,3,16,1.0789,0,2,0,0,0,0,0,3,1,1,0,0
"Ryan White",C,7,0.108,33,0,638,9.815,7,0,0,9,16,0,0.429,91,52,39,9,0.138,0,65,10,1,187,6,0,12,3,21,0,16,0.246,84,-16,2,0.031,0,0,0,0,0,0,0.923,14.585,7,0.108,0,0,0,0,948,0.15,60,0,11,682.36,10.491,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,204,7,9,1,1,0,0,0,0,220,-13,0,1,1.1000,0,0,6,0,0,0,0,0,2,1,16,0
"Sam Bennett",C,13,0.157,46,1,1004,12.096,12,0,0,10,22,3,0.459,836,452,384,14,0.169,0,83,26,0,135,3,0,32,0,48,0,27,0.325,79,-15,75,0.904,0,0,0,4,4,0,1.518,19.892,59,0.711,1,0,0,0,1651,0.111,126,1,43,1222.91,14.732,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,14,166,13,10,0,0,1,4,4,6,181,-68,1,5,1.6538,0,1,3,0,0,0,0,2,3,0,27,0
"Sam Gagner",C,32,0.386,17,1,894,10.771,22,0,0,10,32,4,0.468,449,239,210,18,0.217,0,83,27,1,28,0,0,11,0,62,0,50,0.602,22,7,164,1.976,10,0,0,8,18,0,2.217,17.699,0,0,0,0,0,0,1469,0.098,184,0,17,1126.48,13.566,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9,9,19,52,22,10,1,1,10,8,8,18,45,-29,0,19,0.6296,0,0,0,0,0,2,0,2,4,2,50,0
"Sam Reinhart",C,30,0.38,40,2,1083,13.709,22,0,0,8,30,3,0.41,210,124,86,17,0.215,0,79,27,3,21,0,0,4,0,55,0,47,0.595,8,-11,196,2.481,8,0,0,9,17,0,2.253,20.152,2,0.025,0,0,0,0,1592,0.096,178,0,25,1339.11,16.939,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,12,20,50,22,8,3,3,8,9,9,17,61,-38,0,20,0.9259,0,0,0,0,0,2,0,2,3,4,47,0
"Sami Vatanen",D,21,0.292,129,0,1160,16.111,9,0,0,1,10,1,0,0,0,0,3,0.042,0,72,39,0,77,0,0,14,0,53,0,24,0.333,30,3,172,2.389,12,0,0,2,14,0,1.639,25.458,121,1.681,0,0,0,0,1833,0.025,118,0,15,1536.9,21.343,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,24,14,2,2,3,209,9,1,0,0,12,2,2,14,206,0,0,14,0.3846,0,0,0,0,0,0,0,0,0,2,0,0
"Samuel Henley",C,0,0,0,0,5,5,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,2,0,0,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,10,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,2,-1,0,0,,0,0,0,0,0,0,0,0,0,0,1,0
"Samuel Morin",D,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24,3,3,0,0,0,0,24,0,2,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
"Scott Darling",G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628.58,50.864,0,0,0,0,27,18,5,5,877,67,2.47,810,0.924,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,5,6,0,5,5,5,0,1628.58
"Scott Harrington",D,2,0.083,26,0,285,11.875,2,0,0,1,3,0,0,0,0,0,1,0.042,0,24,5,0,27,0,0,4,1,10,0,3,0.125,20,3,0,0,0,0,0,0,0,0,0.708,18.167,5,0.208,0,0,0,0,436,0.059,17,0,4,290.11,12.055,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,56,2,1,0,0,0,0,0,0,53,0,0,0,0.8000,0,0,0,0,0,0,0,0,0,0,0,0
"Scott Hartnell",LW,24,0.3,40,0,813,10.163,23,0,0,11,34,1,0.5,6,3,3,13,0.163,0,80,30,1,101,3,0,19,1,34,0,37,0.463,63,12,78,0.975,1,0,0,2,3,0,1.35,17.5,0,0,0,0,0,0,1400,0.12,108,0,17,951.22,11.882,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,14,153,23,11,1,1,1,2,2,3,141,0,0,4,0.5667,1,1,3,0,0,0,0,2,1,1,37,0
"Scott Laughton",C,0,0,0,0,19,9.5,0,0,0,0,0,0,0.55,20,9,11,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16.5,0,0,0,0,0,0,33,0,4,0,1,11.97,5.5,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,2,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
"Scott Mayfield",D,7,0.28,36,0,341,13.64,7,0,0,2,9,1,0,0,0,0,2,0.08,0,25,11,0,37,3,0,5,1,16,0,9,0.36,35,-1,0,0,0,0,0,0,0,0,1.56,17.2,0,0,0,0,0,0,430,0.051,39,0,8,346.7,13.849,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,72,7,2,0,0,0,0,0,0,73,0,0,0,0.7273,0,0,3,0,0,0,0,0,1,1,0,0
"Scott Wilson",LW,18,0.225,33,0,807,10.088,18,0,0,8,26,3,0,3,0,3,8,0.1,0,80,11,1,173,2,0,6,1,46,0,26,0.325,32,0,14,0.175,0,0,0,0,0,0,1.6,16.088,2,0.025,0,0,0,0,1287,0.063,128,0,20,861.99,10.766,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,206,18,8,1,1,0,0,0,0,206,3,0,1,1.8182,0,0,2,0,0,0,0,0,1,0,26,0
"Scottie Upshall",RW,8,0.107,21,2,653,8.707,8,0,0,8,16,1,0.25,12,9,3,10,0.133,0,75,19,1,105,1,0,22,0,25,0,18,0.24,49,-1,0,0,0,0,0,0,0,0,1.147,17.947,96,1.28,0,0,0,2,1346,0.116,86,2,16,820.79,10.931,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,11,125,8,10,1,1,0,2,4,4,126,-6,4,3,0.8421,0,2,1,0,0,0,0,0,0,3,18,0
"Sean Couturier",C,20,0.303,35,1,943,14.288,17,0,0,14,31,3,0.551,1066,479,587,14,0.212,0,66,33,2,41,1,0,14,0,42,0,34,0.515,33,12,90,1.364,2,0,0,0,2,0,1.818,24.773,86,1.303,1,0,0,0,1635,0.117,120,1,46,1199.57,18.171,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,16,88,18,14,2,2,3,0,0,4,76,108,1,5,1.3939,0,1,1,0,0,1,0,4,0,2,34,0
"Sean Kuraly",C,1,0.1,2,0,83,8.3,1,0,0,0,1,0,0.3,10,7,3,0,0,0,10,1,0,14,0,0,1,0,4,0,1,0.1,2,-2,0,0,0,0,0,0,0,0,1.4,14.2,0,0,0,0,0,0,142,0,14,0,2,82.84,8.196,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,16,-4,0,0,2.0000,0,0,0,0,0,0,0,0,0,0,1,0
"Sean Malone",C,0,0,1,0,11,11,0,0,0,0,0,0,0.625,8,3,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,15,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
"Sean Monahan",C,31,0.369,25,1,1140,13.571,22,0,0,18,40,4,0.512,1478,722,756,29,0.345,0,84,47,4,36,0,0,10,0,71,2,60,0.714,20,-2,220,2.619,9,0,0,10,19,0,2.429,22.357,17,0.202,0,0,0,1,1878,0.142,204,1,51,1456.29,17.333,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,15,35,59,22,19,4,4,9,11,12,21,61,34,2,24,1.0851,0,1,0,0,0,4,0,6,2,3,60,0
"Sebastian Aho",RW,25,0.305,14,2,1142,13.927,13,0,0,17,30,5,0.486,35,18,17,24,0.293,0,82,57,4,51,0,0,13,0,72,1,49,0.598,26,-1,144,1.756,11,0,0,6,17,0,2.61,22.122,5,0.061,1,0,0,1,1814,0.112,214,2,40,1361.73,16.604,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,11,11,29,64,14,18,4,4,12,7,8,21,65,-1,3,23,0.7018,1,3,0,0,0,3,0,5,1,4,49,0
"Semyon Varlamov",G,1,0.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1287.79,53.63,0,0,0,0,23,6,17,0,745,76,3.54,669,0.898,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,3,3,1,0,1287.79
"Sergei Bobrovsky",G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3765.01,57.908,0,0,0,0,65,41,19,5,1914,133,2.12,1781,0.931,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,3,5,0,17,6,6,0,3765.01
"Sergey Kalinin",C,2,0.047,20,0,427,9.93,2,0,0,2,4,0,0.414,174,102,72,2,0.047,0,43,10,0,53,1,0,5,0,10,0,4,0.093,15,-14,14,0.326,0,0,0,0,0,0,0.884,18.605,65,1.512,0,0,0,0,800,0.053,38,0,7,537.98,12.51,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,59,2,2,0,0,0,0,0,0,73,-30,0,0,0.7000,0,0,1,0,0,0,0,0,0,1,4,0
"Sergey Tolchinsky",LW,1,0.5,0,0,22,11,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,1,14.5,0,0,0,0,0,0,29,0,2,0,0,13.82,6.5,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0
"Seth Griffith",C,5,0.208,5,0,262,10.917,4,0,0,0,4,0,0.25,8,6,2,0,0,0,24,6,0,30,0,0,4,0,19,0,5,0.208,8,6,24,1,1,0,0,0,1,0,0.875,17.542,0,0,0,0,0,0,421,0,21,0,5,296.46,12.326,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41,4,0,0,0,1,0,0,1,35,-4,0,1,0.8333,0,0,0,0,0,0,0,0,0,1,5,0
"Seth Helgeson",D,0,0,11,0,108,12,0,0,0,1,1,0,0,0,0,0,1,0.111,0,9,0,0,16,3,0,0,0,5,0,1,0.111,15,2,0,0,0,0,0,0,0,0,0.333,19.667,6,0.667,0,0,0,0,177,0.333,3,0,0,111.09,12.297,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,29,0,1,0,0,0,0,0,0,27,0,0,0,,0,0,3,0,0,0,0,0,0,0,0,0
"Seth Jones",D,31,0.403,120,0,1487,19.312,25,0,0,11,36,2,0,0,0,0,12,0.156,0,77,44,3,65,0,0,11,0,64,3,43,0.558,24,4,94,1.221,6,0,0,1,7,0,2.026,30,126,1.636,0,0,0,0,2310,0.077,156,0,33,1784.71,23.175,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,43,7,4,4,18,189,25,11,3,3,6,1,1,7,185,0,0,10,0.7500,0,0,0,0,1,5,0,1,2,3,0,0
"Shane Doan",RW,21,0.284,22,1,962,13,19,0,0,3,22,2,0.472,199,105,94,6,0.081,0,74,34,0,101,0,0,19,1,47,0,27,0.365,48,-3,78,1.054,2,0,0,3,5,0,1.946,18.811,0,0,0,0,0,0,1392,0.042,144,0,26,1097.54,14.829,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,6,120,19,3,0,0,2,3,3,5,123,-11,0,5,0.7647,0,0,0,0,0,0,0,2,0,2,27,0
"Shane Harper",RW,1,0.071,0,0,139,9.929,1,0,0,2,3,0,0,0,0,0,2,0.143,0,14,3,0,19,2,0,4,0,5,0,3,0.214,18,-1,0,0,0,0,0,0,0,0,0.929,13.786,0,0,0,0,0,0,193,0.154,13,0,4,135.04,9.596,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,1,2,0,0,0,0,0,0,19,0,0,0,1.3333,0,0,2,0,0,0,0,1,0,0,3,0
"Shane Prince",LW,13,0.26,12,0,564,11.28,11,0,0,4,15,1,0.571,7,3,4,5,0.1,0,50,19,2,36,0,0,9,0,18,0,18,0.36,18,-9,38,0.76,2,0,0,1,3,0,1.42,17.24,1,0.02,0,0,0,0,862,0.07,71,0,23,635.5,12.691,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,39,11,4,2,2,2,1,1,3,48,1,0,5,1.2105,0,0,0,0,1,1,0,1,1,1,18,0
"Shawn Matthias",LW,4,0.089,19,0,515,11.444,4,0,0,7,11,6,0.313,16,11,5,8,0.178,0,45,8,1,47,1,0,4,0,22,0,12,0.267,13,0,1,0.022,0,0,0,0,0,0,1.133,19.6,49,1.089,0,0,0,1,882,0.157,51,1,10,594.9,13.218,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,9,66,4,8,1,1,0,1,2,2,66,-6,2,2,1.2500,0,1,1,0,0,0,0,0,1,0,12,0
"Shawn Thornton",LW,2,0.04,8,0,351,7.02,2,0,0,2,4,1,0.333,15,10,5,2,0.04,0,50,8,0,52,5,0,11,2,20,0,4,0.08,67,-7,3,0.06,0,0,0,0,0,0,0.84,11.3,0,0,0,0,0,0,565,0.048,42,0,8,375.46,7.507,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,53,2,2,0,0,0,0,0,0,60,-5,0,0,1.0000,0,0,5,0,0,0,0,1,1,2,4,0
"Shayne Gostisbehere",D,32,0.421,94,0,1158,15.237,11,0,0,5,16,1,0,0,0,0,7,0.092,0,76,70,1,43,0,0,16,0,105,0,39,0.513,32,-21,249,3.276,21,0,0,2,23,0,2.605,24.395,1,0.013,0,0,0,0,1854,0.035,198,0,18,1468.24,19.318,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,39,23,3,3,8,116,11,5,1,1,21,2,2,23,137,0,0,24,0.2571,0,0,0,0,1,3,0,2,2,0,0,0
"Shea Theodore",D,10,0.278,34,0,497,13.806,6,0,0,1,7,0,0,0,0,0,2,0.056,0,36,31,1,15,0,0,14,0,35,1,12,0.333,28,-6,69,1.917,3,0,0,1,4,0,1.778,21.861,16,0.444,1,0,0,0,787,0.031,64,1,4,608.49,16.901,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,2,2,4,43,7,1,1,1,4,1,1,6,49,0,1,6,0.1290,0,1,0,0,0,2,0,1,0,2,0,0
"Shea Weber",D,26,0.325,166,0,1478,18.475,14,0,0,5,19,5,0,0,0,0,17,0.213,0,80,82,4,145,1,0,19,0,103,0,43,0.538,43,22,217,2.713,10,0,0,12,22,0,2.4,28.575,200,2.5,2,0,0,0,2286,0.089,192,2,12,1987.39,24.837,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,43,24,16,16,21,333,16,5,4,4,12,12,12,26,311,0,2,28,0.1463,0,2,1,0,2,4,0,3,2,7,0,0
"Sidney Crosby",C,47,0.61,27,2,1207,15.675,36,0,0,31,67,12,0.484,1791,924,867,45,0.584,0,77,70,5,81,0,0,12,0,72,1,92,1.195,24,19,240,3.117,11,0,0,14,25,0,3.39,24.753,1,0.013,0,0,0,0,1906,0.172,261,0,40,1507.96,19.578,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,19,19,51,127,36,31,5,5,11,14,14,25,108,-57,0,30,0.5714,1,1,0,0,0,6,0,12,12,6,92,0
"Simon Despres",D,0,0,1,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,1,19,2,2,0,0,0,0,19,0,1,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
"Slater Koekkoek",D,4,0.138,27,0,347,11.966,4,0,0,0,4,0,0,0,0,0,0,0,0,29,7,0,25,0,0,4,0,13,0,4,0.138,8,-4,2,0.069,0,0,0,0,0,0,0.931,17.897,6,0.207,0,0,0,0,519,0,27,0,1,363.33,12.523,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,48,4,0,0,0,0,0,0,0,52,0,0,0,0.1429,0,0,0,0,0,0,0,0,0,0,0,0
"Sonny Milano",LW,0,0,2,0,39,9.75,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,0,2,0,0,0,0,-3,5,1.25,0,0,0,0,0,0,0.5,15.75,0,0,0,0,0,0,63,0,2,0,1,36.94,9.155,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0
"Spencer Abbott",LW,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,12,0,1,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
