Player,Position,a,a_g,bks,eng,es_toi,es_toi_g,esa,esfol,esfow,esg,esp,first_g,fo_perc,fo_total,fol,fow,g,g_g,g_misc,gp,gva,gwg,hits,major,match_pen,minor,misc,mss,otg,p,p_g,pim,plus_minus,pp_toi,pp_toi_g,ppa,ppfol,ppfow,ppg,ppp,ps,s_g,sft_g,sh_toi,sh_toi_g,sha,shfol,shfow,shg,shifts,shot_perc,shots,shp,tka,toi,toi_g,toi_s,total_so_g,total_so_gdg,total_so_s,gs,w,l,ot,sa,ga,gaa,sv,sv_perc,so,dp,stp,bg1,bg2,bg3,daw,esasha,esgshg,gwgshog,gwgshogdg,sta,stg,stg2,stp2,hb,netfow,shg2sha,stpgwg,tkagva,hat,hatshp,fight,ghht,ota,otp,bap,1s,2s,3s,fp,g_toi
"Paul LaDue",D,8,0.364,13,0,294,13.364,4,0,0,0,4,0,0,0,0,0,0,0,0,22,12,0,17,0,0,2,0,7,0,8,0.364,4,-5,23,1.045,4,0,0,0,4,0,1.227,21.455,0,0,0,0,0,0,472,0,27,0,3,322.71,14.663,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,25,4,0,0,0,4,0,0,4,30,0,0,4,0.2500,0,0,0,0,0,0,0,0,0,0,0,0
"Paul Martin",D,22,0.265,127,0,1390,16.747,22,0,0,5,27,2,0,0,0,0,5,0.06,0,83,57,1,47,0,0,11,0,20,0,27,0.325,22,10,5,0.06,0,0,0,0,0,0,0.723,24.988,110,1.325,0,0,0,0,2074,0.083,60,0,37,1575.21,18.968,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,1,1,6,184,22,5,1,1,0,0,0,0,174,0,0,1,0.6491,0,0,0,0,0,0,0,0,3,1,0,0
"Paul Postma",D,13,0.2,42,0,668,10.277,13,0,0,1,14,0,0,0,0,0,1,0.015,0,65,29,0,36,1,0,5,0,18,0,14,0.215,15,3,0,0,0,0,0,0,0,0,0.769,15.308,0,0,0,0,0,0,995,0.02,50,0,10,696.43,10.714,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,81,13,1,0,0,0,0,0,0,78,0,0,0,0.3448,0,0,0,0,0,0,0,0,0,0,0,0
"Paul Stastny",C,22,0.333,35,0,951,14.409,14,0,0,13,27,3,0.557,1410,624,786,18,0.273,0,66,9,5,51,0,0,18,0,33,0,40,0.606,36,4,140,2.121,8,0,0,5,13,0,1.697,26.47,78,1.182,0,0,0,0,1747,0.161,112,0,24,1243.1,18.822,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,10,23,90,14,13,5,5,8,5,5,13,86,162,0,18,2.6667,0,0,0,0,0,0,0,2,5,3,40,0
"Paul Thompson",RW,3,0.143,16,0,155,7.381,3,0,0,0,3,0,0,1,1,0,0,0,0,21,2,0,48,2,0,6,0,6,0,3,0.143,22,-4,0,0,0,0,0,0,0,0,0.905,12.143,0,0,0,0,0,0,255,0,19,0,4,156.81,7.447,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3,0,0,0,0,0,0,0,64,-1,0,0,2.0000,0,0,2,0,0,0,0,0,0,0,3,0
"Pavel Buchnevich",RW,12,0.293,8,1,445,10.854,10,0,0,7,17,2,0.143,7,6,1,8,0.195,0,41,22,0,17,1,0,4,0,27,0,20,0.488,13,6,60,1.463,2,0,0,1,3,0,1.341,18.854,0,0,0,0,0,0,773,0.145,55,0,11,529.73,12.9,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,8,31,10,7,0,0,2,1,1,3,25,-5,0,3,0.5000,0,0,1,0,0,0,0,0,0,1,20,0
"Pavel Zacha",C,16,0.229,24,0,789,11.271,8,0,0,3,11,2,0.403,457,273,184,8,0.114,0,70,26,2,54,1,0,7,0,27,0,24,0.343,19,-17,94,1.343,8,0,0,5,13,0,1.186,18.557,29,0.414,0,0,0,0,1299,0.096,83,0,16,986.11,14.076,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,7,10,61,8,3,2,2,8,5,5,13,78,-89,0,15,0.6154,0,0,0,0,0,0,0,1,1,1,24,0
"Pekka Rinne",G,2,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3628.02,57.588,0,0,0,0,63,33,19,9,1816,144,2.38,1672,0.921,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,6,10,0,7,9,10,0,3628.02
"Peter Budaj",G,1,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3288.39,55.735,0,0,0,0,55,30,21,3,1414,120,2.19,1294,0.915,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,7,0,4,7,4,0,3288.39
"Peter Cehlarik",LW,2,0.182,4,0,133,12.091,1,0,0,0,1,0,0.667,3,1,2,0,0,0,11,10,0,7,0,0,0,0,6,0,2,0.182,0,0,13,1.182,1,0,0,0,1,0,0.727,17.909,0,0,0,0,0,0,197,0,8,0,8,139.22,12.64,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,1,0,0,0,1,0,0,1,11,1,0,1,0.8000,0,0,0,0,0,0,0,0,0,1,2,0
"Peter Holland",C,7,0.146,9,0,527,10.979,7,0,0,4,11,1,0.454,502,274,228,5,0.104,0,48,16,0,37,0,0,11,0,29,0,12,0.25,22,-16,40,0.833,0,0,0,1,1,0,1.646,16.521,3,0.063,0,0,0,0,793,0.063,79,0,21,600.36,12.508,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,30,7,4,0,0,0,1,1,1,46,-46,0,1,1.3125,0,0,0,0,0,1,0,1,0,0,12,0
"Petr Mrazek",G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2798.62,55.958,0,0,0,0,44,18,21,9,1462,145,3.11,1317,0.901,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,9,13,0,3,4,6,0,2798.62
"Petter Granberg",D,0,0,9,0,88,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,17,0,0,5,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0.4,13.1,1,0.1,0,0,0,0,131,0,4,0,0,86.89,8.652,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,26,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
"Petteri Lindbohm",D,0,0,5,0,86,12.286,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,10,0,0,2,0,2,0,0,0,4,-4,0,0,0,0,0,0,0,0,1.429,19.143,0,0,0,0,0,0,134,0,10,0,1,81.08,11.504,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,15,0,0,0,1.0000,0,0,0,0,0,0,0,0,0,0,0,0
"Pheonix Copley",G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,1,0,1,0,29,5,5.0904,24,0.8275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
"Phil Kessel",RW,48,0.571,15,0,1167,13.893,26,0,0,15,41,4,0.333,15,10,5,24,0.286,0,84,51,5,13,0,0,10,0,69,1,72,0.857,20,4,258,3.071,22,0,0,9,31,0,2.833,21.893,0,0,0,0,0,0,1839,0.101,238,0,16,1483.79,17.661,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,14,14,30,32,26,15,5,5,22,9,9,31,28,-5,0,36,0.3137,0,0,0,0,1,6,0,2,2,4,72,0
"Philip Larsen",D,5,0.192,22,0,354,13.615,3,0,0,1,4,0,0,0,0,0,1,0.038,0,26,14,0,12,0,0,2,0,17,0,6,0.231,4,-8,50,1.923,2,0,0,0,2,0,1.231,21,0,0,0,0,0,0,546,0.031,32,0,4,410.69,15.771,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,1,26,3,1,0,0,2,0,0,2,34,0,0,2,0.2857,0,0,0,0,0,0,0,0,0,0,0,0
"Philip Varone",C,0,0,1,0,48,6.857,0,0,0,0,0,0,0.556,27,12,15,0,0,0,7,4,0,3,0,0,1,0,3,0,0,0,2,-3,2,0.286,0,0,0,0,0,0,0.143,11.714,0,0,0,0,0,0,82,0,1,0,3,45.11,6.404,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,0,0,0.7500,0,0,0,0,0,0,0,0,0,0,0,0
"Philipp Grubauer",G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1204.57,50.158,0,0,0,0,19,13,6,2,585,43,2.14,542,0.926,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,0,6,1,0,0,1204.57
"Phillip Danault",LW,28,0.333,56,0,1127,13.417,25,0,0,13,38,4,0.516,1067,516,551,13,0.155,0,84,37,3,82,1,0,16,0,44,1,41,0.488,37,6,32,0.381,2,0,0,0,2,0,1.619,21.988,57,0.679,1,0,0,0,1847,0.096,136,1,50,1299.66,15.461,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,17,144,26,13,3,3,3,0,0,4,138,35,1,6,1.3514,0,1,1,0,2,3,0,5,3,0,41,0
"Phillip Di Giuseppe",LW,6,0.167,10,0,407,11.306,5,0,0,1,6,1,0,2,2,0,1,0.028,0,36,13,1,91,1,0,5,0,25,1,7,0.194,15,-12,11,0.306,1,0,0,0,1,0,1.889,17.25,0,0,0,0,0,0,621,0.015,68,0,12,427.97,11.878,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,89,5,1,1,1,1,0,0,1,101,-2,0,2,0.9231,0,0,1,0,0,1,0,0,1,1,7,0
"Pierre-edouard Bellemare",LW,4,0.049,70,0,790,9.634,3,0,0,4,7,2,0.484,831,429,402,4,0.049,0,82,14,0,73,2,0,5,0,39,0,8,0.098,20,-1,1,0.012,0,0,0,0,0,0,1.098,18.927,190,2.317,1,0,0,0,1552,0.044,90,1,24,1048.98,12.786,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,142,4,4,0,0,1,0,0,2,143,-27,1,1,1.7143,0,1,2,0,0,0,0,0,1,0,8,0
"Pontus Aberg",LW,2,0.118,4,0,197,11.588,2,0,0,1,3,0,0,1,0,1,1,0.059,0,17,2,0,10,0,0,2,0,3,0,3,0.176,4,-1,2,0.118,0,0,0,0,0,0,0.765,17.059,0,0,0,0,0,0,290,0.077,13,0,7,193.42,11.375,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,2,1,0,0,0,0,0,0,14,1,0,0,3.5000,0,0,0,0,0,0,0,0,0,1,3,0
"Quinton Howden",C,0,0,0,0,41,8.2,0,0,0,0,0,0,0,2,2,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,14.2,0,0,0,0,0,0,71,0,5,0,1,32.9,6.54,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,-2,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
"Radek Faksa",C,21,0.263,62,1,1054,13.175,19,0,0,12,31,1,0.483,1222,632,590,12,0.15,0,80,36,0,101,3,0,21,1,71,0,33,0.413,67,-6,25,0.313,2,0,0,0,2,0,1.65,24.213,120,1.5,0,0,0,0,1937,0.091,132,0,43,1279.83,15.994,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,12,157,19,12,0,0,2,0,0,2,163,-42,0,2,1.1944,0,0,3,0,0,0,0,1,1,0,33,0
"Radim Vrbata",RW,35,0.432,31,0,1091,13.469,24,0,0,16,40,5,0.362,47,30,17,20,0.247,0,81,32,4,48,0,0,8,0,80,0,55,0.679,16,-18,180,2.222,11,0,0,4,15,1,2.877,21.383,9,0.111,0,0,0,0,1732,0.086,233,0,34,1349.88,16.658,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,8,24,61,24,16,4,4,11,4,4,15,79,-13,0,19,1.0625,0,0,0,0,2,6,1,4,4,1,55,0
"Radko Gudas",D,17,0.254,124,1,1126,16.806,16,0,0,6,22,0,0,0,0,0,6,0.09,0,67,40,0,280,3,0,29,2,68,0,23,0.343,93,8,0,0,1,0,0,0,1,0,1.687,25.955,97,1.448,0,0,0,0,1739,0.053,113,0,18,1274.14,19.014,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0,0,6,412,16,6,0,0,1,0,0,1,404,0,0,1,0.4500,0,0,3,0,0,0,0,1,1,0,0,0
"Rasmus Andersson",D,0,0,2,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,23,0,0,0,0,0,0,23,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
"Rasmus Ristolainen",D,39,0.494,161,0,1562,19.772,14,0,0,5,19,1,0,0,0,0,6,0.076,0,79,59,2,195,2,0,14,2,61,2,45,0.57,58,-9,215,2.722,24,0,0,1,25,0,2.354,29.633,198,2.506,1,0,0,0,2341,0.032,186,1,25,2067.65,26.163,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,45,26,3,3,10,347,15,5,2,2,25,1,1,27,356,0,1,28,0.4237,0,1,1,0,0,3,0,2,0,1,0,0
"Reid Boucher",C,4,0.103,14,0,383,9.821,4,0,0,5,9,1,0,1,1,0,6,0.154,0,39,8,0,20,0,0,3,0,21,0,10,0.256,8,-6,42,1.077,0,0,0,1,1,0,1.795,15.923,1,0.026,0,0,0,0,621,0.086,70,0,18,457.47,11.707,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,28,4,5,0,0,0,1,1,1,34,-1,0,1,2.2500,0,0,0,0,0,0,0,1,2,0,10,0
"Reilly Smith",RW,22,0.275,34,0,1103,13.788,17,0,0,8,25,3,0.5,6,3,3,15,0.188,0,80,39,3,75,1,0,6,0,52,0,37,0.463,17,-13,154,1.925,5,0,0,6,11,0,2,24.35,96,1.2,0,0,0,1,1948,0.094,160,1,49,1449.4,18.108,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,10,18,96,17,9,3,3,5,7,8,13,109,0,2,15,1.2564,0,1,1,0,0,1,0,0,3,2,37,0
"Remi Elie",LW,6,0.333,11,0,254,14.111,6,0,0,1,7,0,0,1,0,1,1,0.056,0,18,13,0,30,0,0,4,0,8,0,7,0.389,8,5,0,0,0,0,0,0,0,0,0.833,22,10,0.556,0,0,0,0,396,0.067,15,0,12,265.78,14.748,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46,6,1,0,0,0,0,0,0,41,1,0,0,0.9231,0,0,0,0,0,0,0,0,0,0,7,0
"Rene Bourque",RW,6,0.092,26,0,761,11.708,6,0,0,10,16,0,0,5,5,0,12,0.185,1,65,12,2,75,2,0,18,0,45,1,18,0.277,56,-19,75,1.154,0,0,0,2,2,0,1.708,18.908,5,0.077,0,0,0,0,1229,0.108,111,0,24,894.58,13.76,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,15,82,6,10,2,2,0,2,2,2,101,-5,0,4,2.0000,0,0,1,0,0,1,0,1,1,1,18,0
"Reto Berra",G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287.92,41.107,0,0,0,0,4,0,5,0,145,18,3.75,127,0.876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,287.92
"Richard Bachman",G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.22,47.044,0,0,0,0,5,2,3,0,162,13,3.32,149,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,0,235.22
"Richard Panik",RW,22,0.262,46,0,1059,12.607,17,0,0,18,35,3,0.286,7,5,2,22,0.262,1,84,24,5,159,2,0,18,0,52,0,44,0.524,58,12,95,1.131,5,0,0,4,9,0,1.881,19.19,0,0,0,0,0,0,1612,0.139,158,0,30,1221.71,14.543,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,27,217,17,18,5,5,5,4,4,9,205,-3,0,14,1.2500,1,1,2,0,0,1,0,3,2,1,44,0
"Rick Nash",RW,15,0.217,36,2,876,12.696,12,0,0,17,29,5,0,1,1,0,24,0.348,0,69,47,3,64,0,0,13,0,71,0,39,0.565,26,8,106,1.536,3,0,0,6,9,0,2.957,24.971,52,0.754,0,0,0,1,1723,0.118,204,1,45,1120.63,16.234,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,27,108,12,18,3,3,3,7,8,11,100,-1,2,13,0.9574,0,1,0,0,0,0,0,1,2,5,39,0
"Rickard Rakell",C,18,0.247,32,0,1063,14.562,11,0,0,30,40,7,0.416,149,87,62,35,0.479,0,73,40,10,87,0,0,6,0,84,1,53,0.726,12,12,137,1.877,7,0,0,5,12,0,2.493,22.151,0,0,0,0,0,0,1617,0.192,182,0,23,1253.49,17.17,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,15,46,131,11,30,10,10,7,5,5,12,119,-25,0,22,0.5750,0,0,0,0,0,4,0,5,8,2,53,0
"Riley Barber",RW,0,0,0,0,23,7.667,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.667,12.333,0,0,0,0,0,0,37,0,2,0,0,15.8,4.96,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
"Riley Nash",C,11,0.133,38,0,944,11.373,9,0,0,6,15,0,0.492,579,294,285,7,0.084,0,83,19,2,70,0,0,7,0,49,0,18,0.217,14,-1,1,0.012,0,0,0,0,0,0,1.554,19.651,123,1.482,2,0,0,1,1631,0.054,129,3,48,1135.82,13.685,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,9,107,11,7,2,2,2,1,2,6,108,-9,4,5,2.5263,0,3,0,0,0,1,0,1,0,1,18,0
"Riley Sheahan",C,11,0.138,38,0,919,11.488,9,0,0,1,10,1,0.506,466,230,236,2,0.025,0,80,22,0,81,0,0,6,0,50,0,13,0.163,14,-29,65,0.813,2,0,0,1,3,0,1.363,19.688,45,0.563,0,0,0,0,1575,0.018,109,0,20,1102.72,13.772,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,90,9,1,0,0,2,1,1,3,119,6,0,3,0.9091,0,0,0,0,0,0,0,0,1,0,13,0
"Rob O'Gara",D,0,0,7,0,40,13.333,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.667,22.667,6,2,0,0,0,0,68,0,2,0,0,34.84,11.607,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,10,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
"Robbie Russo",D,0,0,13,0,274,14.421,0,0,0,0,0,0,0,0,0,0,0,0,0,19,13,0,24,0,0,1,0,13,0,0,0,2,2,2,0.105,0,0,0,0,0,0,0.947,19.947,13,0.684,0,0,0,0,379,0,18,0,0,289.59,15.206,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,37,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0,0,0
"Robby Fabbri",C,18,0.353,14,1,657,12.882,13,0,0,7,20,4,0.542,24,11,13,11,0.216,0,51,8,0,64,1,0,11,0,35,0,29,0.569,27,-16,91,1.784,5,0,0,4,9,0,1.784,21.588,0,0,0,0,0,0,1101,0.121,91,0,20,782.09,15.334,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,4,11,62,13,7,0,0,5,4,4,9,78,2,0,9,2.5000,1,1,1,0,0,0,0,2,2,3,29,0
"Robert Bortuzzo",D,3,0.077,51,0,495,12.692,3,0,0,1,4,0,0,0,0,0,1,0.026,0,39,13,0,79,1,0,6,0,21,0,4,0.103,17,11,0,0,0,0,0,0,0,0,1.154,22.718,18,0.462,0,0,0,0,886,0.022,45,0,4,534.57,13.692,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,141,3,1,0,0,0,0,0,0,130,0,0,0,0.3077,0,0,1,0,0,0,0,0,0,0,0,0
"Robert Hagg",D,0,0,3,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,27,1,1,0,0,0,0,27,0,5,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
"Roberto Luongo",G,1,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2264.2,56.605,0,0,0,0,39,17,15,6,1217,104,2.76,1113,0.915,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,9,0,3,5,3,0,2264.2
"Robin Lehner",G,1,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3347.55,56.738,0,0,0,0,58,23,26,8,1910,152,2.72,1758,0.92,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,5,13,0,3,5,5,0,3347.55
"Rocco Grimaldi",C,1,0.25,4,0,42,10.5,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,2,0,1,0.25,2,-3,0,0,0,0,0,0,0,0,2.75,14.25,0,0,0,0,0,0,57,0,11,0,3,35.85,8.745,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,5,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0
"Roman Josi",D,38,0.514,125,0,1433,19.365,26,0,0,5,31,0,0,0,0,0,12,0.162,0,74,47,1,57,0,0,9,0,69,0,50,0.676,18,8,188,2.541,11,0,0,7,18,0,3,28.865,136,1.838,1,0,0,0,2136,0.054,222,1,16,1830.22,24.728,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,50,19,8,8,13,190,27,5,1,1,12,7,7,20,182,0,1,20,0.3404,0,1,0,0,1,4,0,2,3,2,0,0
"Roman Lyubimov",LW,2,0.043,16,0,400,8.511,2,0,0,4,6,0,0.143,7,6,1,4,0.085,0,47,5,1,28,0,0,4,0,26,0,6,0.128,8,-2,0,0,0,0,0,0,0,0,0.872,14.511,12,0.255,0,0,0,0,682,0.098,41,0,12,439.69,9.35,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,42,2,4,1,1,0,0,0,0,44,-5,0,1,2.4000,0,0,0,0,0,0,0,1,0,1,6,0
"Roman Polak",D,7,0.091,137,0,1119,14.532,7,0,0,4,11,2,0,1,1,0,4,0.052,1,77,49,1,241,3,0,20,0,38,0,11,0.143,65,11,0,0,0,0,0,0,0,0,0.844,24.247,188,2.442,0,0,0,0,1867,0.062,65,0,16,1363.31,17.701,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,1,5,389,7,4,1,1,0,0,0,0,378,-1,0,1,0.3265,0,0,2,0,0,0,0,0,0,1,0,0
"Ron Hainsey",D,13,0.176,124,0,1354,18.297,11,0,0,3,14,0,0,0,0,0,4,0.054,0,74,48,1,95,1,0,9,0,38,1,17,0.23,23,-8,4,0.054,0,0,0,0,0,0,0.959,26.743,188,2.541,2,0,0,1,1979,0.056,71,3,25,1603.39,21.663,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,2,2,6,211,13,4,1,1,2,1,2,6,219,0,4,4,0.5208,0,3,1,0,1,2,0,2,0,0,0,0
"Ryan Callahan",RW,2,0.111,13,0,206,11.444,2,0,0,2,4,0,0.556,9,4,5,2,0.111,0,18,10,1,48,1,0,4,1,11,0,4,0.222,23,-4,2,0.111,0,0,0,0,0,0,1.222,19.5,27,1.5,0,0,0,0,351,0.091,22,0,7,241.42,13.375,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,57,2,2,1,1,0,0,0,0,61,1,0,1,0.7000,0,0,1,0,0,0,0,1,0,0,4,0
"Ryan Carpenter",C,2,0.182,2,0,99,9,2,0,0,2,4,1,0.453,75,41,34,2,0.182,0,11,3,0,15,0,0,2,0,2,0,4,0.364,4,5,0,0,0,0,0,0,0,0,1.818,16.273,5,0.455,0,0,0,0,179,0.1,20,0,1,107.73,9.771,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,2,2,0,0,0,0,0,0,17,-7,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,4,0
"Ryan Dzingel",LW,18,0.22,23,0,1014,12.366,16,0,0,12,28,3,0.3,30,21,9,14,0.171,0,82,25,1,73,2,0,10,0,37,0,32,0.39,30,8,74,0.902,2,0,0,1,3,0,1.5,19.244,7,0.085,0,0,0,1,1578,0.114,123,1,23,1170.08,14.259,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,15,104,16,13,1,1,2,2,3,5,96,-12,2,5,0.9200,0,1,2,0,0,0,0,1,2,3,32,0
"Ryan Ellis",D,22,0.301,143,0,1367,18.726,13,0,0,12,25,6,0,0,0,0,17,0.233,1,73,45,4,70,1,0,7,0,58,0,39,0.534,29,18,124,1.699,7,0,0,4,11,0,2,28.575,153,2.096,2,0,0,1,2086,0.116,146,3,38,1729.5,23.69,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,39,14,9,9,21,231,15,13,4,4,9,5,6,17,213,0,4,18,0.8444,0,3,0,0,0,2,0,3,0,2,0,0
